FIELD,ID,RA,DEC,r_petro,zb,zb_Min,zb_Max,PROB_GAL_new,SPIRAL,ELLIPTICAL,UNCERTAIN,simple_class
STRIPE82-0119,SPLUS.STRIPE82-0119.56861.griz,323.2963,-0.2862,16.88,0.103,0.099,0.127,1.0,0,0,1,Ei
STRIPE82-0119,SPLUS.STRIPE82-0119.58556.griz,322.4821,-0.33,16.87,0.027000000000000003,0.022,0.039,1.0,1,0,0,Ec
STRIPE82-0119,SPLUS.STRIPE82-0119.58719.griz,323.2939,-0.3685,16.99,0.1,0.094,0.123,1.0,0,0,1,Ei
STRIPE82-0119,SPLUS.STRIPE82-0119.59837.griz,322.7494,-5.0E-4,14.29,0.067,0.065,0.067,1.0,1,0,0,S
STRIPE82-0119,SPLUS.STRIPE82-0119.60147.griz,322.4609,-0.3738,16.75,0.08800000000000001,0.076,0.091,0.99,1,0,0,S
STRIPE82-0119,SPLUS.STRIPE82-0119.60259.griz,322.9741,-0.0082,15.33,0.029,0.025,0.032,1.0,0,1,0,Er
STRIPE82-0119,SPLUS.STRIPE82-0119.60468.griz,322.6123,-0.0067,15.03,0.065,0.041,0.116,1.0,0,1,0,Er
STRIPE82-0119,SPLUS.STRIPE82-0119.61204.griz,322.9302,-0.0247,16.99,0.128,0.115,0.135,1.0,0,1,0,Er
STRIPE82-0119,SPLUS.STRIPE82-0119.61587.griz,322.5984,-0.0493,16.83,0.128,0.107,0.133,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.00511.griz,322.632,0.0371,16.89,0.078,0.076,0.152,1.0,1,0,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.00533.griz,322.9213,0.0362,16.13,0.052000000000000005,0.049,0.056,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.00573.griz,322.3916,0.0267,15.75,0.066,0.04,0.066,0.99,0,1,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.00827.griz,323.7369,0.044,15.52,0.052000000000000005,0.047,0.056,0.98,0,0,1,Ec
STRIPE82-0120,SPLUS.STRIPE82-0120.01663.griz,322.7781,0.0739,16.81,0.114,0.107,0.123,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.02041.griz,323.3745,0.0895,16.78,0.076,0.075,0.08,0.99,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.02467.griz,322.4165,0.0893,16.5,0.105,0.071,0.19,0.94,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.03445.griz,322.9433,0.1259,16.84,0.107,0.095,0.16699999999999998,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.04145.griz,323.4755,0.1507,16.36,0.132,0.116,0.138,1.0,0,0,1,S
STRIPE82-0120,SPLUS.STRIPE82-0120.06596.griz,322.9806,0.2139,15.41,0.119,0.043,0.12,1.0,1,0,0,SB
STRIPE82-0120,SPLUS.STRIPE82-0120.08349.griz,322.7072,0.2775,16.14,0.114,0.108,0.121,0.99,0,1,0,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.08393.griz,322.5466,0.2767,16.99,0.166,0.06,0.16899999999999998,1.0,0,0,1,S
STRIPE82-0120,SPLUS.STRIPE82-0120.09471.griz,322.6671,0.2945,16.83,0.132,0.121,0.142,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.10968.griz,322.4346,0.3404,16.41,0.18600000000000005,0.179,0.193,0.99,0,1,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.11432.griz,322.5915,0.3622,16.78,0.063,0.031,0.069,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.11612.griz,323.5292,0.3689,15.53,0.028,0.022,0.03,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.11867.griz,323.1925,0.3571,15.35,0.055,0.051,0.061,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.12093.griz,322.5111,0.3747,15.89,0.05,0.047,0.054000000000000006,1.0,1,0,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.12263.griz,323.0334,0.3832,16.75,0.222,0.207,0.235,1.0,0,1,0,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.12315.griz,323.6801,0.3855,15.99,0.124,0.108,0.127,1.0,0,1,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.12711.griz,322.5295,0.4028,16.74,0.07200000000000001,0.07,0.092,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.12743.griz,322.9288,0.358,14.53,0.028,0.024,0.03,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.12901.griz,323.7801,0.3951,16.63,0.196,0.18600000000000005,0.211,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.13447.griz,323.7615,0.421,16.41,0.048,0.043,0.061,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.14189.griz,323.7346,0.4428,16.99,0.132,0.125,0.149,1.0,1,0,0,Ec
STRIPE82-0120,SPLUS.STRIPE82-0120.15070.griz,322.5102,0.4642,15.92,0.127,0.112,0.142,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.15707.griz,323.6246,0.4661,15.96,0.12,0.116,0.128,1.0,0,1,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.16166.griz,323.6423,0.4964,16.35,0.112,0.099,0.131,1.0,0,1,0,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.17170.griz,323.4351,0.528,16.86,0.081,0.042,0.116,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.17443.griz,323.6402,0.5363,16.55,0.281,0.276,0.284,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.18959.griz,323.5826,0.5438,16.33,0.131,0.117,0.141,0.99,0,1,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.19509.griz,323.3805,0.5579,15.35,0.052000000000000005,0.049,0.054000000000000006,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.21128.griz,322.6882,0.6195,16.28,0.069,0.06,0.07,1.0,0,0,1,S
STRIPE82-0120,SPLUS.STRIPE82-0120.21308.griz,323.0338,0.6097,15.75,0.065,0.045,0.07,1.0,0,0,1,SB
STRIPE82-0120,SPLUS.STRIPE82-0120.22919.griz,323.7301,0.6846,16.89,0.064,0.054000000000000006,0.064,1.0,1,0,0,Ec
STRIPE82-0120,SPLUS.STRIPE82-0120.22963.griz,322.5621,0.6861,16.31,0.052000000000000005,0.048,0.057,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.23240.griz,323.6326,0.6961,16.72,0.103,0.096,0.108,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.24091.griz,323.6774,0.7176,16.78,0.04,0.035,0.042,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.24309.griz,323.7781,0.7212,15.99,0.071,0.063,0.073,1.0,1,0,0,Se
STRIPE82-0120,SPLUS.STRIPE82-0120.25426.griz,322.4553,0.7606,16.67,0.083,0.034,0.08900000000000001,1.0,1,0,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.25642.griz,323.4358,0.7602,16.92,0.114,0.075,0.126,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.26252.griz,323.1786,0.7714,15.84,0.08900000000000001,0.084,0.12,1.0,1,0,0,SB
STRIPE82-0120,SPLUS.STRIPE82-0120.27400.griz,323.155,0.8191,16.77,0.129,0.08,0.135,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.27756.griz,323.3646,0.8312,16.69,0.104,0.098,0.109,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.29248.griz,323.7577,0.8723,16.8,0.085,0.081,0.15,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.29284.griz,322.5629,0.8632,16.49,0.128,0.123,0.13699999999999998,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.30051.griz,323.5913,0.8914,16.75,0.168,0.149,0.177,0.99,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.30267.griz,323.5858,0.8467,16.25,0.085,0.058,0.156,0.92,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.31048.griz,323.2414,0.9217,16.89,0.068,0.025,0.1,1.0,0,0,1,S
STRIPE82-0120,SPLUS.STRIPE82-0120.31142.griz,323.4404,0.9167,15.84,0.05,0.047,0.053,1.0,0,0,1,Ec
STRIPE82-0120,SPLUS.STRIPE82-0120.31209.griz,323.5221,0.9246,16.3,0.066,0.057,0.076,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.31340.griz,323.7719,0.9257,16.03,0.067,0.06,0.068,1.0,1,0,0,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.32207.griz,322.469,0.9523,16.99,0.05,0.044,0.055,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.36152.griz,323.0935,1.225,10.81,0.065,0.044,0.119,0.96,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.36395.griz,323.6176,1.2213,11.74,0.7388,0.467,0.925,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.38480.griz,323.2113,1.1531,11.76,0.7388,0.467,0.925,1.0,1,0,0,Se
STRIPE82-0120,SPLUS.STRIPE82-0120.38683.griz,323.7125,1.1662,16.81,0.106,0.102,0.13,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.38756.griz,323.2459,1.1551,16.99,0.113,0.108,0.126,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.39437.griz,323.3169,1.1423,16.96,0.111,0.101,0.122,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.40556.griz,323.1662,1.0973,16.47,0.085,0.081,0.118,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.41177.griz,322.8074,1.0793,16.05,0.045,0.044,0.046,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.41276.griz,323.4075,1.0709,15.7,0.107,0.1,0.11,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.41349.griz,323.135,1.0774,15.53,0.112,0.1,0.119,1.0,1,0,0,S
STRIPE82-0120,SPLUS.STRIPE82-0120.42288.griz,323.4102,1.0687,15.47,0.107,0.101,0.11,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.42507.griz,322.3824,1.0367,15.69,0.087,0.08,0.091,1.0,0,1,0,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.42974.griz,323.4715,1.0197,16.92,0.044,0.039,0.058,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.43082.griz,323.4964,1.2121,16.91,0.07,0.063,0.076,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.43365.griz,322.6212,1.0074,15.96,0.106,0.096,0.112,1.0,0,1,0,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.44059.griz,322.8161,0.9874,16.88,0.081,0.065,0.08800000000000001,1.0,0,0,1,Er
STRIPE82-0120,SPLUS.STRIPE82-0120.44908.griz,323.7394,0.9654,16.38,0.073,0.063,0.076,1.0,0,0,1,Ei
STRIPE82-0120,SPLUS.STRIPE82-0120.45147.griz,323.1951,0.9603,16.78,0.17800000000000002,0.174,0.227,1.0,1,0,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.05755.griz,324.1913,-1.2009999999999998,16.68,0.097,0.093,0.107,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.06224.griz,324.1666,-1.1928,16.36,0.096,0.092,0.106,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.06405.griz,324.4699,-1.1905,16.51,0.127,0.114,0.131,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.10411.griz,324.5701,-1.0742,16.77,0.12,0.111,0.128,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.10632.griz,324.1079,-1.0674,16.73,0.067,0.061,0.069,1.0,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.12871.griz,324.5204,-1.0192,15.89,0.08,0.058,0.083,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.13203.griz,324.7361,-0.9922,16.79,0.133,0.126,0.139,1.0,1,0,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.13638.griz,324.848,-0.9793,16.94,0.14800000000000002,0.139,0.156,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.14922.griz,324.653,-0.9468,16.74,0.095,0.091,0.113,1.0,0,0,1,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.15004.griz,324.6533,-0.9435,16.67,0.11,0.099,0.146,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.15336.griz,324.6776,-0.9414,16.53,0.117,0.106,0.124,1.0,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.16133.griz,324.6054,-0.9087,16.92,0.156,0.14400000000000002,0.161,0.99,1,0,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.17964.griz,325.0516,-0.8564,16.76,0.13699999999999998,0.102,0.139,1.0,0,0,1,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.18251.griz,324.4617,-0.8536,16.65,0.16699999999999998,0.157,0.171,1.0,0,1,0,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.19031.griz,324.0788,-0.8297,16.62,0.08800000000000001,0.08,0.116,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.19186.griz,323.9845,-0.8287,16.55,0.096,0.08800000000000001,0.116,1.0,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.19507.griz,324.7142,-0.8146,16.69,0.102,0.084,0.108,0.98,0,1,0,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.19660.griz,324.6798,-0.871,14.82,0.055,0.036000000000000004,0.099,1.0,0,0,1,S
STRIPE82-0121,SPLUS.STRIPE82-0121.20385.griz,325.0242,-0.7976,16.88,0.17600000000000002,0.172,0.202,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.21332.griz,325.1298,-0.7657,16.65,0.14,0.098,0.14400000000000002,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.21793.griz,324.5608,-0.7837,13.58,0.026,0.017,0.031,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.23372.griz,324.9842,-0.7137,16.94,0.134,0.124,0.145,1.0,1,0,0,SB
STRIPE82-0121,SPLUS.STRIPE82-0121.23842.griz,324.6103,-0.6946,16.57,0.068,0.061,0.073,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.24323.griz,324.6086,-0.6842,16.92,0.13699999999999998,0.127,0.14300000000000002,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.24625.griz,324.5881,-0.6868,15.75,0.084,0.079,0.086,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.25891.griz,324.5294,-0.6387,16.35,0.065,0.055,0.075,0.96,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.26383.griz,323.8379,-0.6236,16.53,0.108,0.103,0.122,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.27432.griz,324.8865,-0.5983,16.51,0.095,0.081,0.104,1.0,1,0,0,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.28582.griz,324.2683,-0.5833,15.17,0.067,0.057,0.068,1.0,1,0,0,SB
STRIPE82-0121,SPLUS.STRIPE82-0121.29117.griz,324.7475,-0.5489999999999999,16.55,0.067,0.06,0.068,0.99,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.29370.griz,324.9466,-0.5411,16.46,0.07200000000000001,0.067,0.081,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.29665.griz,324.2336,-0.5353,16.87,0.069,0.052000000000000005,0.071,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.29704.griz,324.7952,-0.5338,16.96,0.106,0.101,0.119,1.0,1,0,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.30645.griz,324.8046,-0.5085,11.89,0.0499,0.027000000000000003,0.109,1.0,0,1,0,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.30759.griz,324.7521,-0.5143,15.25,0.064,0.057,0.068,1.0,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.31431.griz,324.8592,-0.4874,16.08,0.058,0.042,0.063,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.32376.griz,324.7965,-0.4632,16.41,0.068,0.05,0.071,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.32713.griz,324.6598,-0.4522,16.79,0.064,0.053,0.066,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.34083.griz,324.3746,-0.45,16.44,0.052000000000000005,0.048,0.059,0.89,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.34213.griz,324.0718,-0.0965,16.83,0.217,0.206,0.236,1.0,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.34396.griz,323.8691,-0.0537,16.67,0.102,0.094,0.127,1.0,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.34458.griz,325.1661,-0.1033,16.89,0.139,0.121,0.147,0.94,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.34811.griz,324.9446,-0.113,16.17,0.067,0.062,0.07200000000000001,0.99,1,0,0,Se
STRIPE82-0121,SPLUS.STRIPE82-0121.34904.griz,324.7044,-0.1222,16.82,0.096,0.08800000000000001,0.116,1.0,1,0,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.35078.griz,324.5504,-0.1252,16.26,0.065,0.059,0.07200000000000001,0.98,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.35262.griz,324.3325,-0.1328,16.74,0.122,0.113,0.131,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.35975.griz,323.9609,-0.1471,16.31,0.13,0.109,0.132,0.99,0,1,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.36054.griz,324.8379,-0.1562,16.74,0.155,0.133,0.157,1.0,1,0,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.36055.griz,325.1485,-0.156,16.58,0.163,0.149,0.166,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.36066.griz,324.8394,-0.1597,16.95,0.16899999999999998,0.12,0.17,1.0,1,0,0,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.36309.griz,324.4042,-0.1838,15.4,0.066,0.061,0.069,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.36942.griz,324.4344,-0.1742,16.81,0.05,0.045,0.121,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.37081.griz,324.3811,-0.1821,16.43,0.056,0.05,0.066,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.37833.griz,324.5015,-0.2048,16.38,0.057,0.05,0.065,0.96,1,0,0,S
STRIPE82-0121,SPLUS.STRIPE82-0121.37843.griz,324.4188,-0.2098,16.73,0.115,0.08900000000000001,0.129,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.38220.griz,324.4937,-0.2166,16.07,0.094,0.091,0.109,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.39267.griz,324.9858,-0.2497,16.61,0.08,0.078,0.116,1.0,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.39965.griz,325.0567,-0.269,15.73,0.068,0.061,0.071,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.40606.griz,324.9091,-0.2894,16.94,0.12,0.104,0.14400000000000002,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.41209.griz,324.3983,-0.3055,16.08,0.081,0.07,0.085,0.97,0,0,1,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.42602.griz,324.6583,-0.3507,16.55,0.145,0.136,0.152,1.0,0,1,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.45297.griz,325.0547,0.0311,15.68,0.07400000000000001,0.071,0.077,1.0,1,0,0,Ec
STRIPE82-0121,SPLUS.STRIPE82-0121.45478.griz,324.8227,0.0121,16.39,0.136,0.121,0.141,0.99,0,1,0,Ei
STRIPE82-0121,SPLUS.STRIPE82-0121.46114.griz,324.6452,-0.0115,16.7,0.065,0.056,0.069,1.0,0,0,1,Er
STRIPE82-0121,SPLUS.STRIPE82-0121.48897.griz,323.8935,-0.0904,16.98,0.17600000000000002,0.171,0.201,0.97,0,1,0,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.01918.griz,325.0082,0.0506,16.25,0.058,0.05,0.066,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.02200.griz,324.7235,0.0642,16.8,0.098,0.093,0.108,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.02487.griz,324.0179,0.0722,16.5,0.132,0.11,0.136,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.02657.griz,323.9471,0.0767,15.83,0.086,0.042,0.087,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.04061.griz,323.9429,0.1159,16.03,0.121,0.11,0.127,1.0,0,1,0,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.04213.griz,325.0928,0.1269,16.82,0.138,0.128,0.142,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.04330.griz,323.9547,0.1322,16.48,0.129,0.11,0.132,1.0,0,1,0,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.04695.griz,324.2446,0.1396,15.36,0.06,0.055,0.064,1.0,0,0,1,SB
STRIPE82-0122,SPLUS.STRIPE82-0122.04809.griz,324.0304,0.1479,16.96,0.133,0.116,0.14,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.05457.griz,323.9765,0.1683,16.51,0.014,0.01,0.021,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.05586.griz,324.4565,0.1783,16.97,0.044,0.042,0.045,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.06202.griz,323.9079,0.1971,16.93,0.132,0.119,0.136,0.97,1,0,0,Ec
STRIPE82-0122,SPLUS.STRIPE82-0122.07108.griz,323.8931,0.2216,16.2,0.12,0.114,0.13,1.0,0,1,0,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.07332.griz,324.033,0.2274,16.2,0.057,0.049,0.064,1.0,0,0,1,S
STRIPE82-0122,SPLUS.STRIPE82-0122.07549.griz,325.2378,0.2429,16.57,0.023,0.021,0.026,1.0,0,0,1,Ec
STRIPE82-0122,SPLUS.STRIPE82-0122.08232.griz,324.5555,0.2625,15.99,0.065,0.055,0.068,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.08267.griz,324.1931,0.263,15.76,0.068,0.063,0.071,1.0,1,0,0,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.08365.griz,323.9461,0.2655,16.08,0.093,0.08900000000000001,0.108,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.08504.griz,325.0978,0.2548,16.42,0.033,0.03,0.037000000000000005,1.0,1,0,0,S
STRIPE82-0122,SPLUS.STRIPE82-0122.08670.griz,323.8713,0.2683,15.01,0.086,0.068,0.087,1.0,0,1,0,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.08739.griz,324.5267,0.2776,16.44,0.113,0.106,0.125,1.0,0,1,0,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.08904.griz,324.8907,0.2867,16.62,0.134,0.08800000000000001,0.15,1.0,1,0,0,S
STRIPE82-0122,SPLUS.STRIPE82-0122.09366.griz,324.5217,0.3032,16.18,0.083,0.075,0.085,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.09562.griz,323.9788,0.3109,16.71,0.119,0.112,0.128,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.10016.griz,324.9864,0.3233,16.73,0.044,0.041,0.068,1.0,0,0,1,S
STRIPE82-0122,SPLUS.STRIPE82-0122.10022.griz,323.9456,0.325,16.81,0.07,0.059,0.079,1.0,1,0,0,Ec
STRIPE82-0122,SPLUS.STRIPE82-0122.11654.griz,324.1394,0.3712,15.32,0.059,0.056,0.062,1.0,1,0,0,Se
STRIPE82-0122,SPLUS.STRIPE82-0122.12026.griz,324.1642,0.3982,16.98,0.044,0.039,0.061,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.12352.griz,323.9704,0.4053,16.94,0.078,0.073,0.107,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.12686.griz,324.3040000000001,0.4109,16.43,0.049,0.045,0.056,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.12756.griz,324.9773,0.4164,16.76,0.136,0.104,0.142,1.0,1,0,0,S
STRIPE82-0122,SPLUS.STRIPE82-0122.13345.griz,323.9767,0.4366,16.82,0.104,0.094,0.135,1.0,0,0,1,SB
STRIPE82-0122,SPLUS.STRIPE82-0122.13651.griz,324.5558,0.4467,16.44,0.069,0.064,0.103,1.0,0,0,1,SB
STRIPE82-0122,SPLUS.STRIPE82-0122.13765.griz,324.3439,0.4484,16.87,0.105,0.101,0.116,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.14009.griz,325.0021,0.4505,16.02,0.114,0.1,0.121,1.0,0,1,0,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.14036.griz,324.2815,0.4526,16.03,0.067,0.056,0.07,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.14274.griz,324.9104,0.4709,16.77,0.138,0.131,0.146,1.0,1,0,0,Ec
STRIPE82-0122,SPLUS.STRIPE82-0122.14349.griz,324.2598,0.4283,14.32,0.056,0.053,0.058,1.0,1,0,0,S
STRIPE82-0122,SPLUS.STRIPE82-0122.14423.griz,324.9404,0.4721,16.7,0.13699999999999998,0.11,0.141,1.0,0,1,0,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.15009.griz,324.2707,0.479,15.67,0.052000000000000005,0.049,0.057,1.0,0,0,1,Ec
STRIPE82-0122,SPLUS.STRIPE82-0122.15714.griz,324.4096,0.5076,16.01,0.111,0.032,0.117,1.0,1,0,0,S
STRIPE82-0122,SPLUS.STRIPE82-0122.15784.griz,324.5733,0.521,16.53,0.037000000000000005,0.035,0.08199999999999999,1.0,0,0,1,Ec
STRIPE82-0122,SPLUS.STRIPE82-0122.15944.griz,324.5728,0.5185,16.61,0.038,0.036000000000000004,0.039,1.0,0,0,1,Ei
STRIPE82-0122,SPLUS.STRIPE82-0122.16950.griz,324.613,0.5531,16.58,0.065,0.059,0.076,1.0,0,0,1,Er
STRIPE82-0122,SPLUS.STRIPE82-0122.17078.griz,325.2055,0.5577,16.41,0.108,0.096,0.122,1.0,0,0,1,Ei
